index,Duration (in seconds),Finished,Consent1,Consent2,Consent3,Demo_age,Demo_gender,Q1_ADD1,Timing1_ADD1_First Click,Timing1_ADD1_Last Click,Timing1_ADD1_Page Submit,Timing1_ADD1_Click Count,Q2_ADD1,Timing2_ADD1_First Click,Timing2_ADD1_Last Click,Timing2_ADD1_Page Submit,Timing2_ADD1_Click Count,Q1_ADD2,Timing1_ADD2_First Click,Timing1_ADD2_Last Click,Timing1_ADD2_Page Submit,Timing1_ADD2_Click Count,Q2_ADD2,Timing2_ADD2_First Click,Timing2_ADD2_Last Click,Timing2_ADD2_Page Submit,Timing2_ADD2_Click Count,Q1_ADD3,Timing1_ADD3_First Click,Timing1_ADD3_Last Click,Timing1_ADD3_Page Submit,Timing1_ADD3_Click Count,Q2_ADD3,Timing2_ADD3_First Click,Timing2_ADD3_Last Click,Timing2_ADD3_Page Submit,Timing2_ADD3_Click Count,Q1_ADD4,Timing1_ADD4_First Click,Timing1_ADD4_Last Click,Timing1_ADD4_Page Submit,Timing1_ADD4_Click Count,AttCheck1_ADD,Q2_ADD4,Timing2_ADD4_First Click,Timing2_ADD4_Last Click,Timing2_ADD4_Page Submit,Timing2_ADD4_Click Count,Q1_ADD5,Timing1_ADD5_First Click,Timing1_ADD5_Last Click,Timing1_ADD5_Page Submit,Timing1_ADD5_Click Count,Q2_ADD5,Timing2_ADD5_First Click,Timing2_ADD5_Last Click,Timing2_ADD5_Page Submit,Timing2_ADD5_Click Count,Q1_ADD6,Timing1_ADD6_First Click,Timing1_ADD6_Last Click,Timing1_ADD6_Page Submit,Timing1_ADD6_Click Count,Q2_ADD6,Timing2_ADD6_First Click,Timing2_ADD6_Last Click,Timing2_ADD6_Page Submit,Timing2_ADD6_Click Count,Q1_LMS1,Timing1_LMS1_First Click,Timing1_LMS1_Last Click,Timing1_LMS1_Page Submit,Timing1_LMS1_Click Count,Q2_LMS1,Timing2_LMS1_First Click,Timing2_LMS1_Last Click,Timing2_LMS1_Page Submit,Timing2_LMS1_Click Count,Q1_LMS2,Timing1_LMS2_First Click,Timing1_LMS2_Last Click,Timing1_LMS2_Page Submit,Timing1_LMS2_Click Count,Q2_LMS2,Timing2_LMS2_First Click,Timing2_LMS2_Last Click,Timing2_LMS2_Page Submit,Timing2_LMS2_Click Count,Q1_LMS3,Timing1_LMS3_First Click,Timing1_LMS3_Last Click,Timing1_LMS3_Page Submit,Timing1_LMS3_Click Count,Q2_LMS3,Timing2_LMS3_First Click,Timing2_LMS3_Last Click,Timing2_LMS3_Page Submit,Timing2_LMS3_Click Count,Q1_LMS4,Timing1_LMS4_First Click,Timing1_LMS4_Last Click,Timing1_LMS4_Page Submit,Timing1_LMS4_Click Count,AttCheck1_LMS,Q2_LMS4,Timing2_LMS4_First Click,Timing2_LMS4_Last Click,Timing2_LMS4_Page Submit,Timing2_LMS4_Click Count,Q1_LMS5,Timing1_LMS5_First Click,Timing1_LMS5_Last Click,Timing1_LMS5_Page Submit,Timing1_LMS5_Click Count,Q2_LMS5,Timing2_LMS5_First Click,Timing2_LMS5_Last Click,Timing2_LMS5_Page Submit,Timing2_LMS5_Click Count,Q1_LMS6,Timing1_LMS6_First Click,Timing1_LMS6_Last Click,Timing1_LMS6_Page Submit,Timing1_LMS6_Click Count,Q2_LMS6,Timing2_LMS6_First Click,Timing2_LMS6_Last Click,Timing2_LMS6_Page Submit,Timing2_LMS6_Click Count,Q1_APP1,Timing1_APP1_First Click,Timing1_APP1_Last Click,Timing1_APP1_Page Submit,Timing1_APP1_Click Count,Q2_APP1,Timing2_APP1_First Click,Timing2_APP1_Last Click,Timing2_APP1_Page Submit,Timing2_APP1_Click Count,Q1_APP2,Timing1_APP2_First Click,Timing1_APP2_Last Click,Timing1_APP2_Page Submit,Timing1_APP2_Click Count,Q2_APP2,Timing2_APP2_First Click,Timing2_APP2_Last Click,Timing2_APP2_Page Submit,Timing2_APP2_Click Count,Q1_APP3,Timing1_APP3_First Click,Timing1_APP3_Last Click,Timing1_APP3_Page Submit,Timing1_APP3_Click Count,Q2_APP3,Timing2_APP3_First Click,Timing2_APP3_Last Click,Timing2_APP3_Page Submit,Timing2_APP3_Click Count,Q1_APP4,Timing1_APP4_First Click,Timing1_APP4_Last Click,Timing1_APP4_Page Submit,Timing1_APP4_Click Count,AttCheck1_APP,Q2_APP4,Timing2_APP4_First Click,Timing2_APP4_Last Click,Timing2_APP4_Page Submit,Timing2_APP4_Click Count,Q1_APP5,Timing1_APP5_First Click,Timing1_APP5_Last Click,Timing1_APP5_Page Submit,Timing1_APP5_Click Count,Q2_APP5,Timing2_APP5_First Click,Timing2_APP5_Last Click,Timing2_APP5_Page Submit,Timing2_APP5_Click Count,Q1_APP6,Timing1_APP6_First Click,Timing1_APP6_Last Click,Timing1_APP6_Page Submit,Timing1_APP6_Click Count,Q2_APP6,Timing2_APP6_First Click,Timing2_APP6_Last Click,Timing2_APP6_Page Submit,Timing2_APP6_Click Count,subj_preobj_Q1,subj_preobj_Q2,Timing_subj_preobj_First Click,Timing_subj_preobj_Last Click,Timing_subj_preobj_Page Submit,Timing_subj_preobj_Click Count,modsim_ADD7,Timing_ADD7_First Click,Timing_ADD7_Last Click,Timing_ADD7_Page Submit,Timing_ADD7_Click Count,modsim_ADD8,Timing_ADD8_First Click,Timing_ADD8_Last Click,Timing_ADD8_Page Submit,Timing_ADD8_Click Count,countfac_ADD9,AttCheck2_ADD,Timing_ADD9_First Click,Timing_ADD9_Last Click,Timing_ADD9_Page Submit,Timing_ADD9_Click Count,countfac_ADD10,Timing_ADD10_First Click,Timing_ADD10_Last Click,Timing_ADD10_Page Submit,Timing_ADD10_Click Count,error_ADD11,Timing_ADD11_First Click,Timing_ADD11_Last Click,Timing_ADD11_Page Submit,Timing_ADD11_Click Count,error_ADD12,Timing_ADD12_First Click,Timing_ADD12_Last Click,Timing_ADD12_Page Submit,Timing_ADD12_Click Count,modsim_LMS7,Timing_LMS7_First Click,Timing_LMS7_Last Click,Timing_LMS7_Page Submit,Timing_LMS7_Click Count,modsim_LMS8,Timing_LMS8_First Click,Timing_LMS8_Last Click,Timing_LMS8_Page Submit,Timing_LMS8_Click Count,countfac_LMS9,AttCheck2_LMS,Timing_LMS9_First Click,Timing_LMS9_Last Click,Timing_LMS9_Page Submit,Timing_LMS9_Click Count,countfac_LMS10,Timing_LMS10_First Click,Timing_LMS10_Last Click,Timing_LMS10_Page Submit,Timing_LMS10_Click Count,error_LMS11,Timing_LMS11_First Click,Timing_LMS11_Last Click,Timing_LMS11_Page Submit,Timing_LMS11_Click Count,error_LMS12,Timing_LMS12_First Click,Timing_LMS12_Last Click,Timing_LMS12_Page Submit,Timing_LMS12_Click Count,modsim_APP7,Timing_APP7_First Click,Timing_APP7_Last Click,Timing_APP7_Page Submit,Timing_APP7_Click Count,modsim_APP8,Timing_APP8_First Click,Timing_APP8_Last Click,Timing_APP8_Page Submit,Timing_APP8_Click Count,countfac_APP9,AttCheck2_APP,Timing_APP9_First Click,Timing_APP9_Last Click,Timing_APP9_Page Submit,Timing_APP9_Click Count,countfac_APP10,Timing_APP10_First Click,Timing_APP10_Last Click,Timing_APP10_Page Submit,Timing_APP10_Click Count,error_APP11,Timing_APP11_First Click,Timing_APP11_Last Click,Timing_APP11_Page Submit,Timing_APP11_Click Count,error_APP12,Timing_APP12_First Click,Timing_APP12_Last Click,Timing_APP12_Page Submit,Timing_APP12_Click Count,Subj_postobj_Q1,Subj_postobj_Q2,Timing_subj_postobj_First Click,Timing_subj_postobj_Last Click,Timing_subj_postobj_Page Submit,Timing_subj_postobj_Click Count,timing_explain_ADD_First Click,timing_explain_ADD_Last Click,timing_explain_ADD_Page Submit,timing_explain_ADD_Click Count,timing_explain_LMS_First Click,timing_explain_LMS_Last Click,timing_explain_LMS_Page Submit,timing_explain_LMS_Click Count,timing_explain_APP_First Click,timing_explain_APP_Last Click,timing_explain_APP_Page Submit,timing_explain_APP_Click Count,Agg,Exp
156,528,1,1,1,1,2,1,3.0,45.989,45.989,47.903,1.0,3.0,17.741,17.741,18.85,1.0,5.0,28.095,28.095,29.589,1.0,5.0,2.849,2.849,4.443,1.0,5.0,13.527,13.527,14.685,1.0,5.0,2.216,2.216,3.133,1.0,4.0,16.357,16.357,17.534,1.0,4.0,4.0,8.038,15.347,16.773,3.0,1.0,11.819,11.819,12.705,1.0,1.0,1.955,1.955,3.188,1.0,3.0,12.547,12.547,13.688,1.0,2.0,7.921,7.921,9.221,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,6,4.092,12.255,13.066,5,3.0,19.123,19.123,20.369,1.0,1.0,14.463,14.463,15.813,1.0,4.0,2.0,83.991,86.132,87.947,2.0,1.0,17.529,17.529,19.093,1.0,2.0,18.36,18.36,19.825,1.0,2.0,23.553,23.553,25.028,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,3.178,6.989,8.702,3,25.773,25.773,36.004,1.0,,,,,,,,,ADD,No_expl
157,583,1,1,1,1,2,1,1.0,56.947,56.947,58.667,1.0,2.0,26.276,26.276,27.361,1.0,5.0,34.063,34.063,35.46,1.0,5.0,6.302,7.756,8.172,2.0,5.0,32.979,32.979,34.129,1.0,5.0,2.966,2.966,4.196,1.0,7.0,31.289,31.289,32.801,1.0,4.0,7.0,2.235,8.608,9.878,3.0,1.0,26.02,27.535,28.031,2.0,1.0,2.674,2.674,3.871,1.0,2.0,25.409,25.409,26.429,1.0,2.0,2.975,2.975,4.096,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,7,2.857,7.447,8.313,5,3.0,27.727,28.207,29.1,2.0,1.0,20.169,20.169,20.943,1.0,3.0,2.0,45.834,54.501,57.244,2.0,3.0,16.009,16.009,17.997,1.0,1.0,25.162,26.236,28.468,2.0,2.0,45.812,45.812,46.644,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,7,2.429,3.847,5.024,2,30.9,30.9,40.793,1.0,,,,,,,,,ADD,Text_expl
158,674,1,1,1,1,1,1,1.0,88.258,88.258,90.543,1.0,1.0,10.333,10.333,12.025,1.0,5.0,27.236,27.236,28.392,1.0,5.0,2.177,2.177,3.102,1.0,5.0,11.369,11.369,12.349,1.0,5.0,1.635,1.635,3.04,1.0,3.0,23.869,23.869,24.881,1.0,4.0,7.0,5.367,11.241,12.452,2.0,1.0,10.254,10.581,11.481,2.0,1.0,1.895,1.895,2.939,1.0,2.0,43.641,43.641,44.437,1.0,2.0,1.949,1.949,2.609,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,5,2.952,6.112,6.74,5,3.0,12.594,12.594,13.527,1.0,1.0,24.067,24.938,25.31,2.0,3.0,2.0,16.458,73.634,78.967,2.0,2.0,33.634,33.634,34.733,1.0,1.0,20.052,20.636,21.688,2.0,2.0,20.342,20.342,21.082,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,5,3.99,9.198,9.883,4,10.789,10.789,62.05,1.0,,,,,,,,,ADD,No_expl
159,1368,1,1,1,1,3,2,3.0,67.492,88.864,90.519,2.0,1.0,53.234,53.234,56.919,1.0,5.0,70.98,70.98,71.824,1.0,4.0,25.934,25.934,26.858,1.0,5.0,53.919,53.919,55.253,1.0,4.0,12.733,12.733,14.037,1.0,7.0,33.482,33.482,34.317,1.0,4.0,4.0,11.923,20.827,23.801,3.0,1.0,48.742,48.742,49.737,1.0,2.0,2.4,2.4,3.224,1.0,2.0,71.019,71.019,71.846,1.0,6.0,37.125,37.125,38.429,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,7,4.684,13.128,13.823,3,3.0,55.465,90.77,92.003,3.0,1.0,66.689,66.689,67.874,1.0,2.0,2.0,38.673,165.345,168.18,2.0,4.0,40.121,90.946,92.51,3.0,1.0,47.216,47.216,48.46,1.0,2.0,31.701,31.701,32.937,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,7,3.066,5.718,6.273,2,71.7,71.7,121.621,1.0,,,,,,,,,ADD,Text_expl
160,2125,1,1,1,1,2,2,1.0,124.239,124.998,127.861,2.0,1.0,59.765,60.811,63.487,2.0,5.0,74.407,75.09,77.44,2.0,5.0,9.489,10.211,17.233,2.0,5.0,25.96,25.96,27.431,1.0,5.0,34.507,35.746,38.339,2.0,4.0,35.715,35.715,37.262,1.0,4.0,7.0,25.932,68.976,70.001,3.0,1.0,30.668,30.668,31.981,1.0,1.0,4.29,5.577,7.819,2.0,2.0,21.439,22.136,24.174,2.0,2.0,4.832,4.832,6.203,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,5,5.442,10.364,11.595,3,3.0,54.186,55.112,56.477,2.0,1.0,93.809,93.809,94.881,1.0,2.0,2.0,123.201,130.422,133.33,4.0,3.0,91.537,94.559,100.464,3.0,1.0,106.407,106.407,107.387,1.0,2.0,114.245,114.245,115.345,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,6,5.51,13.817,14.9,3,75.945,75.945,190.577,1.0,,,,,,,,,ADD,No_expl
162,389,1,1,1,1,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,17.118,18.637,33.106,3.0,4.0,10.658,10.658,15.212,1.0,1.0,8.922,8.922,10.134,1.0,1.0,8.113,8.113,9.143,1.0,7.0,11.702,12.931,13.373,2.0,3.0,2.785,6.463,9.389,2.0,1.0,4.152,5.208,5.949,2.0,4.0,2.0,2.132,22.796,23.634,4.0,7.0,5.823,5.823,6.851,1.0,6.0,7.355,7.355,8.13,1.0,2.0,2.798,2.798,5.346,1.0,4.0,4.867,4.867,7.444,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,2,8.941,12.711,13.424,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,8.345,8.345,9.42,1.0,1.0,6.874,7.86,8.418,2.0,2.0,2.0,30.998,46.164,47.711,3.0,3.0,21.767,21.767,23.961,1.0,2.0,6.736,11.649,12.72,2.0,1.0,1.004,1.004,6.136,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3,3.498,9.141,10.368,5,,,,,4.531,4.531,35.071,1.0,,,,,LMS,Graph_expl
163,430,1,1,1,1,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,75.633,75.633,76.363,1.0,5.0,22.689,22.689,25.537,1.0,3.0,23.82,23.82,25.323,1.0,2.0,8.786,8.786,10.196,1.0,2.0,8.884,8.884,9.854,1.0,2.0,11.6,11.892,12.649,2.0,4.0,11.075,11.075,11.876,1.0,4.0,4.0,5.946,10.422,11.474,2.0,5.0,5.631,5.631,7.045,1.0,5.0,4.232,4.232,5.056,1.0,1.0,13.349,13.349,14.189,1.0,1.0,3.548,3.548,4.779,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,5,5.544,8.48,9.028,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,16.522,16.522,17.894,1.0,4.0,11.677,11.677,12.77,1.0,3.0,2.0,12.179,19.169,22.087,2.0,2.0,19.786,19.786,20.951,1.0,2.0,9.591,9.591,10.651,1.0,1.0,4.434,4.434,5.542,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,5,2.721,4.502,5.276,2,,,,,24.61,24.61,39.822,1.0,,,,,LMS,Text_expl
164,572,1,1,1,1,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,86.302,86.302,88.228,1.0,3.0,28.678,28.678,30.015,1.0,3.0,21.073,21.073,24.916,1.0,3.0,8.467,8.467,10.972,1.0,2.0,20.683,20.683,21.964,1.0,1.0,8.403,8.403,14.967,1.0,4.0,12.644,12.644,14.784,1.0,4.0,3.0,6.471,19.049,20.352,3.0,7.0,17.717,22.25,22.981,2.0,7.0,1.973,1.973,19.231,1.0,3.0,16.426,16.426,17.952,1.0,3.0,18.323,18.323,19.403,1.0,3,2,6.192,13.006,14.974,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,22.16,22.16,23.018,1.0,6.0,15.61,15.61,16.402,1.0,3.0,2.0,50.518,54.944,56.09,2.0,4.0,6.736,6.736,8.242,1.0,2.0,4.462,23.659,24.384,3.0,2.0,14.127,14.127,14.7,1.0,2,2,2.65,5.595,6.667,3,,,,,,,,,25.971,25.971,34.058,1.0,APP,No_expl
165,453,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,50.512,109.782,111.076,2.0,6.0,21.866,21.866,23.55,1.0,5.0,26.76,26.76,28.286,1.0,2.0,27.279,27.279,29.307,1.0,4.0,11.619,11.619,12.863,1.0,7.0,4.89,4.89,6.092,1.0,4.0,8.543,8.543,9.536,1.0,4.0,6.0,5.969,17.463,19.932,2.0,7.0,8.369,8.369,9.393,1.0,1.0,7.948,7.948,9.459,1.0,1.0,43.804,43.804,45.234,1.0,1.0,13.758,13.758,14.892,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3,2.836,5.496,7.588,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,13.908,13.908,14.997,1.0,2.0,14.787,14.787,15.733,1.0,4.0,2.0,8.254,11.409,12.591,2.0,1.0,3.122,3.122,4.224,1.0,1.0,5.358,5.358,6.46,1.0,1.0,2.335,2.335,3.1,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,3.835,5.606,6.721,2,,,,,4.783,4.783,12.746,1.0,,,,,LMS,No_expl
166,588,1,1,1,1,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,51.766,53.702,54.929,3.0,5.0,17.526,18.752,19.771,2.0,2.0,32.07,33.726,34.956,2.0,2.0,7.615,8.71,9.838,2.0,3.0,18.5,20.056,21.233,2.0,3.0,3.972,5.258,6.396,2.0,2.0,16.889,18.256,19.245,2.0,4.0,2.0,3.217,15.416,16.507,6.0,7.0,12.002,12.963,13.727,2.0,7.0,3.034,4.102,5.179,2.0,4.0,19.949,21.421,22.575,2.0,4.0,2.71,3.79,4.909,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,6,4.925,20.952,22.767,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,19.574,21.289,23.038,2.0,3.0,15.13,17.465,18.637,2.0,4.0,2.0,85.002,97.266,99.251,5.0,3.0,17.456,23.464,26.089,3.0,1.0,13.096,14.272,15.475,2.0,2.0,6.122,8.909,9.912,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,5,2.122,5.356,6.476,3,,,,,29.158,31.313,48.061,2.0,,,,,LMS,Graph_expl
167,516,1,1,1,1,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,76.138,76.138,77.002,1.0,3.0,9.161,9.161,10.241,1.0,2.0,14.253,14.253,15.435,1.0,2.0,3.232,3.232,5.375,1.0,3.0,27.808,27.808,29.049,1.0,3.0,2.095,2.095,3.273,1.0,2.0,15.277,15.277,16.476,1.0,4.0,2.0,4.404,12.275,13.657,2.0,6.0,8.48,8.48,9.635,1.0,7.0,4.922,4.922,7.19,1.0,4.0,10.554,10.554,11.677,1.0,4.0,2.091,2.091,3.428,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,6,2.575,4.903,5.473,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,15.523,15.523,16.684,1.0,3.0,11.007,11.007,11.891,1.0,1.0,2.0,42.764,58.204,59.562,3.0,2.0,6.067,6.067,7.299,1.0,1.0,4.615,5.603,6.017,2.0,2.0,3.446,4.552,4.807,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,5,2.36,3.546,5.058,2,,,,,13.665,68.743,69.177,4.0,,,,,LMS,Text_expl
169,701,1,1,1,1,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,72.113,72.113,73.428,1.0,3.0,34.78,34.78,35.841,1.0,7.0,52.424,52.424,53.38,1.0,7.0,30.093,30.093,31.447,1.0,7.0,25.445,25.445,26.049,1.0,7.0,1.802,1.802,3.701,1.0,6.0,13.874,13.874,14.52,1.0,4.0,6.0,3.508,12.132,12.8,3.0,5.0,21.266,21.266,21.924,1.0,5.0,2.228,2.228,2.904,1.0,3.0,9.636,9.636,10.328,1.0,3.0,3.111,3.111,4.065,1.0,7,6,4.53,8.546,9.878,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,27.244,27.244,29.198,1.0,6.0,14.582,14.582,15.207,1.0,1.0,2.0,36.596,42.94,44.122,2.0,4.0,44.335,44.335,45.506,1.0,1.0,64.334,64.334,64.929,1.0,2.0,11.799,11.799,12.418,1.0,6,6,3.076,4.349,6.45,2,,,,,,,,,49.936,87.128,98.357,3.0,APP,Text_expl
170,661,1,1,1,1,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,95.193,95.193,96.966,1.0,4.0,78.554,78.554,85.366,1.0,6.0,16.519,16.519,19.555,1.0,7.0,3.756,3.756,4.835,1.0,7.0,27.631,27.631,29.203,1.0,7.0,5.387,5.387,6.503,1.0,6.0,55.804,55.804,57.367,1.0,4.0,7.0,5.075,22.036,22.938,3.0,1.0,5.113,5.113,6.444,1.0,3.0,3.55,3.55,4.588,1.0,7.0,3.881,3.881,4.846,1.0,1.0,3.435,3.435,4.56,1.0,2,1,4.078,7.653,8.633,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,19.591,19.591,20.747,1.0,6.0,10.898,10.898,12.534,1.0,1.0,2.0,8.816,15.445,17.241,2.0,4.0,4.756,4.756,5.888,1.0,2.0,9.788,11.458,11.767,2.0,1.0,2.333,2.333,3.724,1.0,1,1,9.214,10.198,11.796,2,,,,,,,,,36.12,36.12,134.408,1.0,APP,No_expl
171,663,1,1,1,1,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,68.326,68.326,69.497,1.0,3.0,18.839,18.839,22.674,1.0,3.0,21.361,21.361,22.17,1.0,3.0,3.879,3.879,5.606,1.0,2.0,12.492,31.408,31.589,3.0,1.0,15.565,15.565,16.169,1.0,1.0,21.415,22.044,22.293,2.0,4.0,3.0,16.667,27.451,28.344,2.0,7.0,23.363,23.363,24.085,1.0,7.0,1.792,1.792,2.733,1.0,1.0,21.692,21.692,22.584,1.0,3.0,13.402,13.402,14.444,1.0,7,6,3.513,5.838,7.607,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,34.014,34.691,35.21,2.0,6.0,19.41,19.917,20.148,2.0,3.0,2.0,29.365,51.881,53.178,2.0,3.0,70.617,70.617,71.547,1.0,2.0,23.464,23.464,24.51,1.0,1.0,9.457,9.457,10.281,1.0,5,5,3.772,6.014,6.782,2,,,,,,,,,12.617,12.617,61.1,1.0,APP,No_expl
172,616,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,4.731,67.068,109.838,29.0,5.0,20.5,20.5,21.51,1.0,3.0,18.882,20.098,20.673,2.0,2.0,9.379,9.379,11.07,1.0,4.0,36.734,36.734,38.457,1.0,4.0,3.78,3.78,4.922,1.0,2.0,13.061,13.061,14.539,1.0,4.0,2.0,8.839,22.567,23.546,4.0,6.0,19.806,19.806,20.961,1.0,7.0,4.408,4.408,5.615,1.0,1.0,14.246,14.246,15.287,1.0,1.0,2.364,4.634,5.574,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,2,5.999,10.096,11.271,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,23.312,23.312,24.334,1.0,4.0,6.715,6.715,8.087,1.0,3.0,2.0,37.39,59.233,61.915,3.0,3.0,28.132,28.132,29.387,1.0,2.0,8.547,8.547,9.684,1.0,1.0,5.312,5.312,6.289,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,2,2.904,5.603,7.164,3,,,,,19.069,68.186,75.44,5.0,,,,,LMS,No_expl
